,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f04_stimulus_6,f04_stimulus_7,f04_stimulus_8,f04_stimulus_9,f04_stimulus_10,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5,f05_stimulus_6,f05_stimulus_7,f05_stimulus_8,f05_stimulus_9,f05_stimulus_10,f06_stimulus_1,f06_stimulus_2,f06_stimulus_3,f06_stimulus_4,f06_stimulus_5,f06_stimulus_6,f06_stimulus_7,f06_stimulus_8,f06_stimulus_9,f06_stimulus_10,f07_stimulus_1,f07_stimulus_2,f07_stimulus_3,f07_stimulus_4,f07_stimulus_5,f07_stimulus_6,f07_stimulus_7,f07_stimulus_8,f07_stimulus_9,f07_stimulus_10,f08_stimulus_1,f08_stimulus_2,f08_stimulus_3,f08_stimulus_4,f08_stimulus_5,f08_stimulus_6,f08_stimulus_7,f08_stimulus_8,f08_stimulus_9,f08_stimulus_10,f09_stimulus_1,f09_stimulus_2,f09_stimulus_3,f09_stimulus_4,f09_stimulus_5,f09_stimulus_6,f09_stimulus_7,f09_stimulus_8,f09_stimulus_9,f09_stimulus_10,f010_stimulus_1,f010_stimulus_2,f010_stimulus_3,f010_stimulus_4,f010_stimulus_5,f010_stimulus_6,f010_stimulus_7,f010_stimulus_8,f010_stimulus_9,f010_stimulus_10
0.0755,16.87326534,-3.53489796,-3.53489796,-3.53489796,-3.53489796,-3.53489796,16.46510204,-3.53489796,-3.53489796,-3.53489796,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-2.0944898,-2.0944898,-2.0944898,17.9055102,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,19.04897959,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,17.63163269,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,17.22346939,-0.51102041,-0.51102041,-0.51102041,19.48897959,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0765,-3.53489796,-3.53489796,-3.53489796,-3.53489796,-3.53489796,-3.53489796,36.46510204,36.46510204,-3.53489796,-3.53489796,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,18.86755102,-1.13244898,-1.13244898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,17.9055102,17.9055102,37.9055102,-2.0944898,-2.0944898,-2.0944898,19.45714289,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,19.04897959,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,19.15897959,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-2.77653061,-2.77653061,-2.77653061,-2.77653061,17.22346939,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-0.51102041,-0.51102041,-0.51102041,19.48897959,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0775,16.87326534,-3.53489796,-3.53489796,-3.53489796,16.46510204,-3.53489796,-3.53489796,-3.53489796,-3.53489796,16.46510204,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,18.86755102,-1.13244898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,17.9055102,-2.0944898,-2.0944898,37.9055102,-2.0944898,-2.0944898,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,19.04897959,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-2.77653061,17.22346939,-2.77653061,-2.77653061,-2.77653061,17.22346939,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0785,-3.53489796,16.46510204,-3.53489796,-3.53489796,-3.53489796,16.46510204,-3.53489796,36.46510204,-3.53489796,-3.53489796,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,17.9055102,17.9055102,-2.0944898,17.9055102,-2.0944898,-0.95102041,-0.95102041,-0.95102041,-0.95102041,19.04897959,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,19.73938776,-2.77653061,-2.77653061,17.22346939,17.22346939,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,19.72959184,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0795,-3.53489796,-3.53489796,-3.53489796,16.46510204,-3.53489796,-3.53489796,-3.53489796,-3.53489796,-3.53489796,16.46510204,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,18.86755102,-1.13244898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,17.9055102,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,17.22346939,17.22346939,19.89714289,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,19.72959184,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0805,16.87326534,-3.53489796,-3.53489796,-3.53489796,-3.53489796,16.46510204,-3.53489796,-3.53489796,-3.53489796,-3.53489796,-1.13244898,-1.13244898,-1.13244898,-1.13244898,18.86755102,-1.13244898,-1.13244898,18.86755102,-1.13244898,-1.13244898,-2.0944898,-2.0944898,-2.0944898,17.9055102,-2.0944898,17.9055102,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-0.95102041,-0.95102041,19.04897959,19.04897959,-0.95102041,-0.95102041,-0.95102041,19.04897959,19.04897959,-0.95102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,19.73938776,-2.77653061,17.22346939,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,17.22346939,-2.77653061,-0.51102041,-0.51102041,19.48897959,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0815,-3.53489796,16.46510204,-3.53489796,-3.53489796,-3.53489796,-3.53489796,-3.53489796,16.46510204,-3.53489796,-3.53489796,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,18.86755102,-1.13244898,-1.13244898,38.86755102,-2.0944898,17.9055102,17.9055102,-2.0944898,17.9055102,-2.0944898,-2.0944898,-2.0944898,-2.0944898,17.9055102,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,19.15897959,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,19.73938776,-0.26061224,19.73938776,-2.77653061,-2.77653061,17.22346939,-2.77653061,-2.77653061,17.22346939,-2.77653061,-2.77653061,17.22346939,17.22346939,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0825,16.87326534,-3.53489796,-3.53489796,-3.53489796,36.46510204,-3.53489796,16.46510204,-3.53489796,-3.53489796,16.46510204,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,18.86755102,-1.13244898,-1.13244898,-2.0944898,17.9055102,-2.0944898,-2.0944898,-2.0944898,17.9055102,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,19.15897959,-0.84102041,-0.84102041,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-2.77653061,-2.77653061,-2.77653061,17.22346939,-2.77653061,-2.77653061,-2.77653061,17.22346939,17.22346939,-2.77653061,-0.51102041,-0.51102041,19.48897959,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0835,-3.53489796,16.46510204,-3.53489796,-3.53489796,16.46510204,-3.53489796,16.46510204,36.46510204,-3.53489796,16.46510204,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,18.86755102,-1.13244898,-1.13244898,18.86755102,-1.13244898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,17.9055102,-2.0944898,17.9055102,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,19.04897959,-0.95102041,-0.95102041,19.04897959,-0.95102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,19.15897959,-0.84102041,-0.84102041,-0.84102041,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,17.22346939,-2.77653061,-2.77653061,-2.77653061,17.22346939,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0845,-3.53489796,-3.53489796,-3.53489796,-3.53489796,-3.53489796,36.46510204,16.46510204,-3.53489796,-3.53489796,-3.53489796,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,18.86755102,-2.0944898,-2.0944898,17.9055102,17.9055102,17.9055102,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,19.04897959,-0.95102041,-0.95102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,19.15897959,-0.84102041,-0.84102041,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,19.73938776,-2.77653061,-2.77653061,-2.77653061,17.22346939,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0855,-3.53489796,-3.53489796,-3.53489796,16.46510204,-3.53489796,16.46510204,-3.53489796,16.46510204,-3.53489796,-3.53489796,-1.13244898,-1.13244898,-1.13244898,18.86755102,-1.13244898,18.86755102,-1.13244898,-1.13244898,-1.13244898,-1.13244898,18.3136735,-2.0944898,17.9055102,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-0.95102041,19.04897959,-0.95102041,-0.95102041,-0.95102041,19.04897959,-0.95102041,-0.95102041,19.04897959,-0.95102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,19.73938776,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,17.22346939,-2.77653061,-2.77653061,-2.77653061,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,19.48897959,-0.51102041,20.13775514,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0865,16.87326534,-3.53489796,-3.53489796,-3.53489796,-3.53489796,-3.53489796,36.46510204,-3.53489796,16.46510204,-3.53489796,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,38.86755102,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,17.9055102,37.9055102,17.9055102,-0.95102041,-0.95102041,-0.95102041,19.04897959,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,19.15897959,-0.84102041,-0.84102041,-0.84102041,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,17.22346939,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0875,-3.53489796,-3.53489796,-3.53489796,-3.53489796,-3.53489796,-3.53489796,-3.53489796,16.46510204,-3.53489796,16.46510204,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,18.86755102,-1.13244898,18.86755102,-1.13244898,-1.13244898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,17.9055102,-2.0944898,37.9055102,-0.95102041,19.04897959,-0.95102041,19.04897959,-0.95102041,-0.95102041,-0.95102041,39.04897959,-0.95102041,19.04897959,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,19.15897959,-0.26061224,-0.26061224,19.73938776,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,17.63163269,-2.77653061,-2.77653061,-2.77653061,-2.77653061,17.22346939,-2.77653061,-2.77653061,-2.77653061,37.22346939,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,19.72959184,-0.27040816,-0.27040816,19.72959184,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0885,-3.53489796,-3.53489796,-3.53489796,-3.53489796,16.46510204,-3.53489796,-3.53489796,16.46510204,16.46510204,16.46510204,-1.13244898,-1.13244898,18.86755102,-1.13244898,38.86755102,38.86755102,-1.13244898,-1.13244898,-1.13244898,-1.13244898,18.3136735,17.9055102,17.9055102,-2.0944898,-2.0944898,-2.0944898,-2.0944898,17.9055102,-2.0944898,17.9055102,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,19.15897959,-0.84102041,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,17.63163269,-2.77653061,-2.77653061,-2.77653061,-2.77653061,17.22346939,-2.77653061,-2.77653061,17.22346939,-2.77653061,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,19.72959184,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,19.83979592
0.0895,-3.53489796,-3.53489796,16.46510204,-3.53489796,16.46510204,-3.53489796,-3.53489796,-3.53489796,-3.53489796,16.46510204,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,18.86755102,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,17.9055102,17.9055102,-2.0944898,57.9055102,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,39.15897959,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,17.63163269,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,17.22346939,17.22346939,17.22346939,-0.51102041,19.48897959,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0905,-3.53489796,-3.53489796,-3.53489796,16.46510204,-3.53489796,16.46510204,16.46510204,36.46510204,16.46510204,-3.53489796,-1.13244898,-1.13244898,-1.13244898,18.86755102,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-2.0944898,17.9055102,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,37.9055102,-0.95102041,19.04897959,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,19.15897959,39.15897959,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,19.73938776,-0.26061224,-0.26061224,-2.77653061,-2.77653061,-2.77653061,-2.77653061,17.22346939,17.22346939,-2.77653061,-2.77653061,17.22346939,-2.77653061,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,19.72959184,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0915,-3.53489796,-3.53489796,-3.53489796,16.46510204,-3.53489796,16.46510204,16.46510204,-3.53489796,16.46510204,-3.53489796,-1.13244898,18.86755102,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,18.86755102,18.86755102,18.86755102,-2.0944898,-2.0944898,17.9055102,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,37.9055102,-2.0944898,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,19.73938776,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-0.51102041,-0.51102041,-0.51102041,19.48897959,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0925,-3.53489796,16.46510204,-3.53489796,-3.53489796,16.46510204,-3.53489796,-3.53489796,-3.53489796,16.46510204,16.46510204,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,18.86755102,-1.13244898,18.86755102,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,17.9055102,-2.0944898,37.9055102,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,19.04897959,19.04897959,-0.95102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,39.15897959,-0.84102041,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,19.73938776,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,17.22346939,-2.77653061,-2.77653061,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,19.48897959,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
