,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f04_stimulus_6,f04_stimulus_7,f04_stimulus_8,f04_stimulus_9,f04_stimulus_10,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5,f05_stimulus_6,f05_stimulus_7,f05_stimulus_8,f05_stimulus_9,f05_stimulus_10,f06_stimulus_1,f06_stimulus_2,f06_stimulus_3,f06_stimulus_4,f06_stimulus_5,f06_stimulus_6,f06_stimulus_7,f06_stimulus_8,f06_stimulus_9,f06_stimulus_10,f07_stimulus_1,f07_stimulus_2,f07_stimulus_3,f07_stimulus_4,f07_stimulus_5,f07_stimulus_6,f07_stimulus_7,f07_stimulus_8,f07_stimulus_9,f07_stimulus_10,f08_stimulus_1,f08_stimulus_2,f08_stimulus_3,f08_stimulus_4,f08_stimulus_5,f08_stimulus_6,f08_stimulus_7,f08_stimulus_8,f08_stimulus_9,f08_stimulus_10,f09_stimulus_1,f09_stimulus_2,f09_stimulus_3,f09_stimulus_4,f09_stimulus_5,f09_stimulus_6,f09_stimulus_7,f09_stimulus_8,f09_stimulus_9,f09_stimulus_10,f010_stimulus_1,f010_stimulus_2,f010_stimulus_3,f010_stimulus_4,f010_stimulus_5,f010_stimulus_6,f010_stimulus_7,f010_stimulus_8,f010_stimulus_9,f010_stimulus_10
0.0755,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-2.51632653,-2.51632653,-2.51632653,-2.51632653,17.48367347,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-2.52795919,-2.52795919,-2.52795919,17.47204081,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775
0.0765,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-2.52795919,-2.52795919,-2.52795919,17.47204081,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775
0.0775,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775
0.0785,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-1.74816326,-1.74816326,-1.74816326,-1.74816326,18.25183674,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-2.52795919,-2.52795919,-2.52795919,17.47204081,17.47204081,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775
0.0795,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-2.51632653,-2.51632653,-2.51632653,17.48367347,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-2.52795919,17.88020411,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775
0.0805,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,17.88020411,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775
0.0815,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-2.51632653,17.89183677,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775
0.0825,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775
0.0835,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775
0.0845,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775
0.0855,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-2.52795919,-2.52795919,-2.52795919,-2.52795919,17.47204081,17.88020411,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775
0.0865,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775
0.0875,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,19.54979595,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-1.74816326,18.66000004,-1.74816326,-1.74816326,18.25183674,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,19.50877555,-0.89938775,-0.89938775,-0.89938775,-0.89938775
0.0885,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-0.78836734,19.61979596,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-2.52795919,-2.52795919,17.47204081,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775
0.0895,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-2.51632653,-2.51632653,-2.51632653,-2.51632653,17.48367347,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-2.52795919,-2.52795919,-2.52795919,-2.52795919,17.47204081,17.88020411,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775
0.0905,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,17.89183677,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.89938775,-0.89938775,19.10061225,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775
0.0915,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,17.89183677,-2.51632653,17.48367347,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.85836735,19.54979595,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775
0.0925,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-0.13163264,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-2.51632653,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.45489796,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-0.85836735,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-1.74816326,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-0.78836734,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,-2.52795919,17.88020411,-2.52795919,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.46571429,-0.87816327,-0.87816327,-0.87816327,-0.87816327,19.12183673,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.87816327,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775,-0.89938775
